# U,V,K,OSMID,NAME
1503311214,1503311129,0,137038907,Quilpué
1503311222,1503311043,0,137038913,Antofagasta
1503311222,1503310982,0,1157198006,Óscar Bonilla
1503311222,1503310974,0,1157198006,Óscar Bonilla
1503311226,1503310937,0,137038877,Combarbalá
1503328131,1503328372,0,85808029,Luis Millares Mans
1503328131,1503328186,0,85808029,Luis Millares Mans
1503328131,1503328139,0,137040104,Pedro González
1503328133,996082878,0,137040100,Marta Elba Miranda
1503328133,1503328269,0,137042205,Luis Torres Araya
1503328133,996082869,0,137042205,Luis Torres Araya
1503328136,996082848,0,137040126,Pasaje Fernando Alegria
1503328136,996082924,0,670325487,Bartolomé Blanche
1503328136,5421250291,0,670325487,Bartolomé Blanche
1503328139,1503328186,0,137040084,Pasaje Pedro González
1503328139,1503328131,0,137040104,Pedro González
1503328139,5421250291,0,670325487,Bartolomé Blanche
1503328139,1503328154,0,670325487,Bartolomé Blanche
1503328151,1503311054,0,137040076,Martín Escobar
1503328154,1503328278,0,137040092,Pasaje Pedro González
1503328154,1503328139,0,670325487,Bartolomé Blanche
1503328154,1503328216,0,670325487,Bartolomé Blanche
1503328156,1503328160,0,137040085,Javier Caselles
1503328156,1503328401,0,137042205,Luis Torres Araya
1503328156,1503328394,0,137042205,Luis Torres Araya
1503328158,1503328404,0,137040091,Daniel Riquelme
1503328158,1503328232,0,137040091,Daniel Riquelme
1503328158,10753359819,0,670325487,Bartolomé Blanche
1503328158,996082924,0,670325487,Bartolomé Blanche
1503328160,1503328176,0,85808150,Erasmo Escala
1503328160,1503328265,0,85808150,Erasmo Escala
1503328160,1503328156,0,137040085,Javier Caselles
1503328167,1503328335,0,137040081,José Hernandez
1503328167,1503328193,0,137040081,José Hernandez
1503328167,1503328421,0,137040108,José Santos González
1503328176,1503328367,0,85808150,Erasmo Escala
1503328176,1503328160,0,85808150,Erasmo Escala
1503328176,1503328394,0,137040110,Rubén Sarzosa Marín
1503328176,1503328178,0,137040110,Rubén Sarzosa Marín
1503328178,1503328176,0,137040110,Rubén Sarzosa Marín
1503328178,996082886,0,360565094,Cabo Exequiel Aroca
1503328178,996082878,0,360565094,Cabo Exequiel Aroca
1503328180,1503328402,0,137034523,Cabo Exequiel Aroca
1503328180,1503328374,0,137034523,Cabo Exequiel Aroca
1503328180,1503328305,0,137040080,Cristina Pozo de García
1503328180,1503328264,0,137040080,Cristina Pozo de García
1503328186,1503328131,0,85808029,Luis Millares Mans
1503328186,996082848,0,85808029,Luis Millares Mans
1503328186,1503328139,0,137040084,Pasaje Pedro González
1503328189,1503328305,0,137040108,José Santos González
1503328189,1503328190,0,137040120,Eduardo Pizarro
1503328189,1503328374,0,137040120,Eduardo Pizarro
1503328189,1503328291,0,137040108,José Santos González
1503328190,1503328189,0,137040120,Eduardo Pizarro
1503328190,1503328233,0,1156070273,Óscar Bonilla
1503328190,996082821,0,[1156070272, 1156070273],Óscar Bonilla
1503328190,1503366291,0,1156301625,Eduardo Pizarro
1503328193,996082889,0,137034523,Cabo Exequiel Aroca
1503328193,1503328402,0,137034523,Cabo Exequiel Aroca
1503328193,1503328167,0,137040081,José Hernandez
1503328193,1503328347,0,137040081,José Hernandez
1503328195,1503328402,0,137040094,Octavio Paz
1503328205,1503328313,0,137040095,Carlos Rosas
1503328205,1503328277,0,1156301629,Avenida Regimiento Arica
1503328205,996083588,0,1156301629,Avenida Regimiento Arica
1503328208,1503328232,0,137038889,Rancagua
1503328208,1503328343,0,137038889,Rancagua
1503328208,10753359819,0,137040097,Francisco Gana
1503328208,1503328240,0,137040097,Francisco Gana
1503328212,1503328341,0,85808152,Diego Muñoz
1503328212,1503328428,0,85808152,Diego Muñoz
1503328212,1503328262,0,601094537,Pasaje Rubén Sarzosa Marín
1503328216,1503328237,0,137040112,Pasaje Guillermo Arias
1503328216,1503328154,0,670325487,Bartolomé Blanche
1503328216,1503328372,0,137040112,Pasaje Guillermo Arias
1503328216,996082922,0,670325487,Bartolomé Blanche
1503328222,996083212,0,85808069,Cabo Ramón Castillo
1503328222,5421250212,0,1157198001,José Hernandez
1503328222,1503328335,0,1157198001,José Hernandez
1503328222,1503366291,0,[85808157, 85808069],['Cabo Ramón Castillo', 'Octavio Paz']
1503328225,1503328293,0,85808150,Erasmo Escala
1503328225,1503328338,0,137040109,Eduardo Pizarro
1503328225,1503328349,0,137040109,Eduardo Pizarro
1503328225,996083577,0,85808150,Erasmo Escala
1503328226,1503328345,0,670325487,Bartolomé Blanche
1503328226,10753359819,0,670325487,Bartolomé Blanche
1503328226,1503328363,0,1156301619,Francisco Gana
1503328232,996082718,0,137038889,Rancagua
1503328232,1503328208,0,137038889,Rancagua
1503328232,1503328158,0,137040091,Daniel Riquelme
1503328232,1503328424,0,137040091,Daniel Riquelme
1503328233,1503328305,0,137040080,Cristina Pozo de García
1503328233,1503328190,0,1156070273,Óscar Bonilla
1503328233,996082814,0,1156070273,Óscar Bonilla
1503328237,1503328216,0,137040112,Pasaje Guillermo Arias
1503328237,1503328278,0,1156301616,José Miguel Castillo
1503328237,996082577,0,1156301616,José Miguel Castillo
1503328240,1503328208,0,137040097,Francisco Gana
1503328244,1503328293,0,137040113,Cristina Pozo de García
1503328244,1503328338,0,137042205,Luis Torres Araya
1503328244,1503311019,0,137042205,Luis Torres Araya
1503328249,1503328272,0,137040095,Carlos Rosas
1503328249,1503328378,0,137040095,Carlos Rosas
1503328257,1503328265,0,85808150,Erasmo Escala
1503328257,996082878,0,85808150,Erasmo Escala
1503328257,1503328269,0,137040119,Julio Mercado Illanes
1503328262,1503328313,0,137040095,Carlos Rosas
1503328262,1503328368,0,137040095,Carlos Rosas
1503328264,1503328180,0,137040080,Cristina Pozo de García
1503328265,1503328160,0,85808150,Erasmo Escala
1503328265,1503328257,0,85808150,Erasmo Escala
1503328265,1503328322,0,137040123,Víctor Marín Mora
1503328269,1503328257,0,137040119,Julio Mercado Illanes
1503328269,1503328133,0,137042205,Luis Torres Araya
1503328269,1503328322,0,137042205,Luis Torres Araya
1503328272,1503328368,0,137040095,Carlos Rosas
1503328272,1503328249,0,137040095,Carlos Rosas
1503328272,10761303747,0,1157197999,Pasaje Julio Mercado Illanes
1503328277,996083594,0,1156301629,Avenida Regimiento Arica
1503328277,1503328407,0,137040107,Doctor Hector Suárez Pierat
1503328277,1503328205,0,1156301629,Avenida Regimiento Arica
1503328278,1503328154,0,137040092,Pasaje Pedro González
1503328278,5446251799,0,1156301616,José Miguel Castillo
1503328278,1503328237,0,1156301616,José Miguel Castillo
1503328282,1503328293,0,137040113,Cristina Pozo de García
1503328284,1503328343,0,137038889,Rancagua
1503328284,996082714,0,137038889,Rancagua
1503328284,1503328366,0,137040090,Homero Bascuñán
1503328290,996082886,0,137034523,Cabo Exequiel Aroca
1503328290,1503328367,0,137040125,Víctor Domingo Silva
1503328290,996082888,0,137034523,Cabo Exequiel Aroca
1503328291,1503328310,0,137040087,Avenida Regimiento Arica
1503328291,996082888,0,137040087,Avenida Regimiento Arica
1503328291,1503328189,0,137040108,José Santos González
1503328293,1503311038,0,85808150,Erasmo Escala
1503328293,1503328225,0,85808150,Erasmo Escala
1503328293,1503328244,0,137040113,Cristina Pozo de García
1503328293,1503328282,0,137040113,Cristina Pozo de García
1503328305,1503328233,0,137040080,Cristina Pozo de García
1503328305,1503328180,0,137040080,Cristina Pozo de García
1503328305,1503328189,0,137040108,José Santos González
1503328305,1503328421,0,137040108,José Santos González
1503328310,996082821,0,137040087,Avenida Regimiento Arica
1503328310,1503328291,0,137040087,Avenida Regimiento Arica
1503328313,1503328262,0,137040095,Carlos Rosas
1503328313,1503328341,0,137040101,Pasaje Víctor Domingo Silva
1503328313,1503328205,0,137040095,Carlos Rosas
1503328322,1503328265,0,137040123,Víctor Marín Mora
1503328322,1503328269,0,137042205,Luis Torres Araya
1503328322,1503328401,0,137042205,Luis Torres Araya
1503328335,1503328167,0,137040081,José Hernandez
1503328335,1503328406,0,1156070273,Óscar Bonilla
1503328335,1503328222,0,1157198001,José Hernandez
1503328335,996082811,0,1156070273,Óscar Bonilla
1503328336,1503328407,0,137040107,Doctor Hector Suárez Pierat
1503328336,996082869,0,360565094,Cabo Exequiel Aroca
1503328336,1503328378,0,360565094,Cabo Exequiel Aroca
1503328338,1503328225,0,137040109,Eduardo Pizarro
1503328338,1503328244,0,137042205,Luis Torres Araya
1503328338,996083594,0,137042205,Luis Torres Araya
1503328340,10761303747,0,85808152,Diego Muñoz
1503328340,1503328249,0,137040115,Pasaje Marta Elba Miranda
1503328340,996082865,0,85808152,Diego Muñoz
1503328341,1503328212,0,85808152,Diego Muñoz
1503328341,1503328313,0,137040101,Pasaje Víctor Domingo Silva
1503328341,996083588,0,85808152,Diego Muñoz
1503328343,1503328208,0,137038889,Rancagua
1503328343,1503328284,0,137038889,Rancagua
1503328343,1503328345,0,137040086,Joaquín Díaz Garcés
1503328343,1503328426,0,137040086,Joaquín Díaz Garcés
1503328344,1503328374,0,137040120,Eduardo Pizarro
1503328345,1503328343,0,137040086,Joaquín Díaz Garcés
1503328345,10753359820,0,670325487,Bartolomé Blanche
1503328345,1503328226,0,670325487,Bartolomé Blanche
1503328347,1503328193,0,137040081,José Hernandez
1503328349,1503328225,0,137040109,Eduardo Pizarro
1503328363,1503328404,0,137040124,Rafael Maluenda
1503328363,1503328226,0,1156301619,Francisco Gana
1503328363,10753359820,0,1156301620,Joaquín Díaz Garcés
1503328366,1503328284,0,137040090,Homero Bascuñán
1503328367,1503328176,0,85808150,Erasmo Escala
1503328367,1503328290,0,137040125,Víctor Domingo Silva
1503328367,1503328433,0,137040125,Víctor Domingo Silva
1503328367,996083577,0,85808150,Erasmo Escala
1503328368,1503328262,0,137040095,Carlos Rosas
1503328368,1503328272,0,137040095,Carlos Rosas
1503328368,1503328407,0,137040114,Doctor Ariel Díaz Rojas
1503328368,1503328428,0,137040114,Doctor Ariel Díaz Rojas
1503328370,1503328428,0,85808152,Diego Muñoz
1503328370,10761303747,0,85808152,Diego Muñoz
1503328370,2500741970,0,137040098,Pasaje Julio Mercado Illanes
1503328372,1503328131,0,85808029,Luis Millares Mans
1503328372,996082850,0,85808029,Luis Millares Mans
1503328372,1503328216,0,137040112,Pasaje Guillermo Arias
1503328374,1503328180,0,137034523,Cabo Exequiel Aroca
1503328374,1503328189,0,137040120,Eduardo Pizarro
1503328374,1503328344,0,137040120,Eduardo Pizarro
1503328374,996082888,0,137034523,Cabo Exequiel Aroca
1503328378,1503328249,0,137040095,Carlos Rosas
1503328378,1503328336,0,360565094,Cabo Exequiel Aroca
1503328378,996082865,0,360565094,Cabo Exequiel Aroca
1503328394,1503328176,0,137040110,Rubén Sarzosa Marín
1503328394,1503328433,0,137042205,Luis Torres Araya
1503328394,1503328156,0,137042205,Luis Torres Araya
1503328401,1503328407,0,137040114,Doctor Ariel Díaz Rojas
1503328401,1503328322,0,137042205,Luis Torres Araya
1503328401,1503328156,0,137042205,Luis Torres Araya
1503328402,1503328193,0,137034523,Cabo Exequiel Aroca
1503328402,1503328180,0,137034523,Cabo Exequiel Aroca
1503328402,1503328421,0,137040094,Octavio Paz
1503328402,1503328195,0,137040094,Octavio Paz
1503328404,1503328158,0,137040091,Daniel Riquelme
1503328404,996082845,0,137040124,Rafael Maluenda
1503328404,1503328363,0,137040124,Rafael Maluenda
1503328406,1503328421,0,137040094,Octavio Paz
1503328406,996082814,0,1156070273,Óscar Bonilla
1503328406,1503328335,0,1156070273,Óscar Bonilla
1503328407,1503328336,0,137040107,Doctor Hector Suárez Pierat
1503328407,1503328401,0,137040114,Doctor Ariel Díaz Rojas
1503328407,1503328368,0,137040114,Doctor Ariel Díaz Rojas
1503328407,1503328277,0,137040107,Doctor Hector Suárez Pierat
1503328421,1503328406,0,137040094,Octavio Paz
1503328421,1503328402,0,137040094,Octavio Paz
1503328421,1503328305,0,137040108,José Santos González
1503328421,1503328167,0,137040108,José Santos González
1503328424,1503328232,0,137040091,Daniel Riquelme
1503328426,1503328343,0,137040086,Joaquín Díaz Garcés
1503328428,1503328212,0,85808152,Diego Muñoz
1503328428,1503328370,0,85808152,Diego Muñoz
1503328428,1503328368,0,137040114,Doctor Ariel Díaz Rojas
1503328428,2500741978,0,137040114,Doctor Ariel Díaz Rojas
1503328433,1503328367,0,137040125,Víctor Domingo Silva
1503328433,1503328394,0,137042205,Luis Torres Araya
1503328433,996083594,0,137042205,Luis Torres Araya
1503357043,1503357058,0,137042711,Puerto Cisne
1503357043,1503290719,0,562329767,Los Ángeles
1503357043,1503300611,0,562329767,Los Ángeles
1503357044,1503357046,0,137042712,Puerto Saavedra
1503357046,1503290731,0,85808018,Óscar Bonilla
1503357046,1503290700,0,85808018,Óscar Bonilla
1503357046,1503357044,0,137042712,Puerto Saavedra
1503357058,1503290719,0,85808199,Malleco
1503357058,1503290804,0,85808199,Malleco
1503357058,2705503913,0,137042711,Puerto Cisne
1503357058,1503357043,0,137042711,Puerto Cisne
1503366291,996082814,0,85808157,Octavio Paz
1503366291,1503328222,0,[85808069, 85808157],['Cabo Ramón Castillo', 'Octavio Paz']
1503366291,1503328190,0,1156301625,Eduardo Pizarro
1503379086,996083606,0,85808158,Domingo Santa María
1503379086,996083606,1,137043908,Tocopilla
1503379086,996083497,0,85808158,Domingo Santa María
1503426534,1503426596,0,137049224,Río Hurtado
1503426534,1503428388,0,229723297,Río Hurtado
1503426534,1070157574,0,1153288416,Río Rahue
1503426534,1503426555,0,1153288769,Río Rahue
1503426535,1503426710,0,227938188,Avenida José Joaquín Pérez
1503426535,2595440400,0,253640964,Río Huatulame
1503426535,1503426723,0,1152958756,Avenida José Joaquín Pérez
1503426536,1503426564,0,137049192,Cayo Largo
1503426536,1070158441,0,1153288769,Río Rahue
1503426536,1503426670,0,1153288769,Río Rahue
1503426539,1503426649,0,137049181,Los Cisnes
1503426539,1503426699,0,137049201,Los Cisnes
1503426539,1503426699,1,137049201,Los Cisnes
1503426543,1503426565,0,137049165,Los Flamencos
1503426543,1503426601,0,1153357650,Avenida José Joaquín Pérez
1503426543,1503426679,0,1153362378,Avenida José Joaquín Pérez
1503426545,1503426745,0,137049163,Río Cochiguaz
1503426545,1503426723,0,1152958755,Avenida José Joaquín Pérez
1503426545,1503426552,0,1152958755,Avenida José Joaquín Pérez
1503426548,1503426661,0,137049182,Las Loicas
1503426548,2614172296,0,255737137,El Aguilucho
1503426548,1503426569,0,255737137,El Aguilucho
1503426550,1503426650,0,137049194,Las Gaviotas
1503426550,1503426574,0,137049193,Las Gaviotas
1503426550,1503426574,1,137049193,Las Gaviotas
1503426551,7807689531,0,137049208,Zacatecas
1503426551,10726118737,0,137049208,Zacatecas
1503426551,1503426693,0,137049222,Puerto Vallarta
1503426552,1503426738,0,1152958755,Avenida José Joaquín Pérez
1503426552,1070157387,0,1153288770,Río Quilimarí
1503426552,1503426545,0,1152958755,Avenida José Joaquín Pérez
1503426552,1503426631,0,1153288770,Río Quilimarí
1503426554,1503426564,0,137049175,Acapulco
1503426554,1070157387,0,372668277,Río Quilimarí
1503426554,5328555382,0,372668277,Río Quilimarí
1503426555,1503426710,0,137049185,Río Tulahuén
1503426555,1503426678,0,1153288769,Río Rahue
1503426555,1503426534,0,1153288769,Río Rahue
1503426557,1503426643,0,137049218,Los Flamencos
1503426557,1503426708,0,1153362380,El Santuario
1503426557,1503426679,0,1153362380,El Santuario
1503426558,1503426603,0,137049211,Los Cisnes
1503426558,5613812844,0,1153357650,Avenida José Joaquín Pérez
1503426558,1503426649,0,1153357650,Avenida José Joaquín Pérez
1503426561,2614172379,0,137049209,Pasaje El Atardecer
1503426561,1503426569,0,255737137,El Aguilucho
1503426561,702322274,0,1153357486,Avenida José Joaquín Pérez
1503426561,1503426619,0,1153357486,Avenida José Joaquín Pérez
1503426564,1503426554,0,137049175,Acapulco
1503426564,1503426717,0,137049175,Acapulco
1503426564,1503426536,0,137049192,Cayo Largo
1503426565,1503426543,0,137049165,Los Flamencos
1503426565,1503426643,0,137049166,Los Flamencos
1503426565,1503426674,0,137049166,Los Flamencos
1503426569,702322274,0,137049220,Avenida José Joaquín Pérez
1503426569,1503426548,0,255737137,El Aguilucho
1503426569,1503426561,0,255737137,El Aguilucho
1503426570,1503426667,0,137049189,Las Gaviotas
1503426570,1503426570,0,137049189,Las Gaviotas
1503426570,1503426570,1,137049189,Las Gaviotas
1503426573,1503426691,0,850621024,Avenida Del Atardecer
1503426573,1503426654,0,850621024,Avenida Del Atardecer
1503426573,2614172434,0,255737136,Pasaje El Atardecer
1503426574,1503426721,0,137049187,Las Gaviotas
1503426574,1503426550,0,137049193,Las Gaviotas
1503426574,1503426550,1,137049193,Las Gaviotas
1503426577,1503426718,0,137049161,Río Illapel
1503426577,1070158071,0,1153288768,Río Rahue
1503426577,1503431774,0,1153288768,Río Rahue
1503426584,1503426714,0,137049160,Varadero
1503426584,1503426684,0,1087246242,Río Lauca
1503426584,1503426687,0,1087246242,Río Lauca
1503426592,1503428388,0,229723297,Río Hurtado
1503426592,1503428384,0,227938188,Avenida José Joaquín Pérez
1503426592,1054608900,0,227938188,Avenida José Joaquín Pérez
1503426592,1503426731,0,229723297,Río Hurtado
1503426593,1503426653,0,137049210,Las Torcazas
1503426596,1503426664,0,137049224,Río Hurtado
1503426596,1503426715,0,137049175,Acapulco
1503426596,1503426534,0,137049224,Río Hurtado
1503426601,1503426543,0,1153357650,Avenida José Joaquín Pérez
1503426601,1503426651,0,1153357650,Avenida José Joaquín Pérez
1503426601,1503426666,0,[137049196, 137049174],['Las Golondrinas', 'Los Faisanes']
1503426603,1503426558,0,137049211,Los Cisnes
1503426603,1503426603,0,137049188,Los Cisnes
1503426603,1503426603,1,137049188,Los Cisnes
1503426608,1503426720,0,675678806,Avenida Amanecer
1503426608,1503426691,0,850621024,Avenida Del Atardecer
1503426608,3752001909,0,[1153357488, 1153357487],Avenida Del Atardecer
1503426608,1503431760,0,1153357489,Avenida Amanecer
1503426615,1503431753,0,1153288767,Río Carén
1503426615,1503426619,0,1153288775,Avenida José Joaquín Pérez
1503426615,1503426718,0,1153288775,Avenida José Joaquín Pérez
1503426618,4413339813,0,372246958,El Santuario
1503426618,4413339815,0,372246958,El Santuario
1503426618,1503426623,0,137049178,Río Petrohué
1503426619,1503426676,0,137049225,Los Pelícanos
1503426619,1503426615,0,1153288775,Avenida José Joaquín Pérez
1503426619,1503426561,0,1153357486,Avenida José Joaquín Pérez
1503426623,1503426704,0,1153357652,La Oración
1503426623,1503426737,0,1153357652,La Oración
1503426623,1503426618,0,137049178,Río Petrohué
1503426631,10726118737,0,137049208,Zacatecas
1503426631,10726791146,0,253640970,Santa María del Mar
1503426631,1503426552,0,1153288770,Río Quilimarí
1503426635,1503426693,0,1087246242,Río Lauca
1503426635,1503426684,0,1087246242,Río Lauca
1503426635,7807689531,0,836530949,Zacatecas
1503426636,1503426687,0,137049219,San Pedro de Alcántara
1503426636,1503426676,0,1153288771,Santa María del Mar
1503426636,1503426714,0,1153288771,Santa María del Mar
1503426643,1503426674,0,137049166,Los Flamencos
1503426643,1503426565,0,137049166,Los Flamencos
1503426643,1503426557,0,137049218,Los Flamencos
1503426646,1503426741,0,137049217,Río Itata
1503426647,2595440101,0,253640950,Las Loicas
1503426649,1503426539,0,137049181,Los Cisnes
1503426649,1503426558,0,1153357650,Avenida José Joaquín Pérez
1503426649,1503426702,0,1153357650,Avenida José Joaquín Pérez
1503426650,1503426550,0,137049194,Las Gaviotas
1503426650,2614172231,0,137049207,Las Torcazas
1503426650,1503426668,0,137049207,Las Torcazas
1503426651,1503426694,0,137049173,Las Golondrinas
1503426651,1503426601,0,1153357650,Avenida José Joaquín Pérez
1503426651,1503426701,0,1153357650,Avenida José Joaquín Pérez
1503426653,1503426593,0,137049210,Las Torcazas
1503426653,1503426660,0,137049210,Las Torcazas
1503426653,2595440101,0,137049225,Los Pelícanos
1503426654,4413339815,0,372246958,El Santuario
1503426654,1503426573,0,850621024,Avenida Del Atardecer
1503426654,3754659993,0,1153362366,El Santuario
1503426654,2983981438,0,137049164,Avenida Del Atardecer
1503426660,1503426653,0,137049210,Las Torcazas
1503426661,1503426548,0,137049182,Las Loicas
1503426662,2614172224,0,137049174,Los Faisanes
1503426662,1503426666,0,137049174,Los Faisanes
1503426662,1503426699,0,137049184,Los Cisnes
1503426664,1503426596,0,137049224,Río Hurtado
1503426664,1503428380,0,137049478,Río Blanco
1503426664,2595440749,0,137049478,Río Blanco
1503426665,1642971908,0,675678801,Avenida Amanecer
1503426665,1503426741,0,675678806,Avenida Amanecer
1503426665,5421534821,0,[1153357665, 1153357515, 675678804],El Rosario
1503426665,1503426713,0,1153357665,El Rosario
1503426666,1503426662,0,137049174,Los Faisanes
1503426666,2614172215,0,137049190,Los Cóndores
1503426666,1503426601,0,[137049196, 137049174],['Las Golondrinas', 'Los Faisanes']
1503426667,1503426570,0,137049189,Las Gaviotas
1503426667,1503426721,0,1153357650,Avenida José Joaquín Pérez
1503426667,702322274,0,1153357650,Avenida José Joaquín Pérez
1503426668,1503426650,0,137049207,Las Torcazas
1503426668,2595440098,0,137049207,Las Torcazas
1503426668,2614172286,0,255737137,El Aguilucho
1503426670,1503426717,0,137049169,Cancún
1503426670,1503426536,0,1153288769,Río Rahue
1503426670,2595440400,0,1153288769,Río Rahue
1503426672,1054608900,0,90837960,Avenida Gerónimo Méndez
1503426672,1054659300,0,90837960,Avenida Gerónimo Méndez
1503426672,1503426731,0,137049171,Río Lauca
1503426672,2595440340,0,1153042675,Río Lauca
1503426673,1503426677,0,137049199,Las Golondrinas
1503426673,1503426694,0,137049202,Las Golondrinas
1503426673,1503426694,1,137049202,Las Golondrinas
1503426674,1503426643,0,137049166,Los Flamencos
1503426674,2614172250,0,255737128,Los Flamencos
1503426674,1503426565,0,137049166,Los Flamencos
1503426676,1503426619,0,137049225,Los Pelícanos
1503426676,2595440101,0,137049225,Los Pelícanos
1503426676,1503426636,0,1153288771,Santa María del Mar
1503426677,1503431728,0,137049180,Río Rahue
1503426677,1503426673,0,137049199,Las Golondrinas
1503426677,1503431787,0,137049180,Río Rahue
1503426678,1503426715,0,137049215,La Habana
1503426678,2595440400,0,1153288769,Río Rahue
1503426678,1503426555,0,1153288769,Río Rahue
1503426679,3663900183,0,1153362377,Avenida José Joaquín Pérez
1503426679,1503426543,0,1153362378,Avenida José Joaquín Pérez
1503426679,1503426557,0,1153362380,El Santuario
1503426683,3528465569,0,137050059,El Rosario
1503426683,2614172472,0,372246958,El Santuario
1503426683,2614172615,0,1153357651,El Rosario
1503426683,3759619060,0,675678805,El Santuario
1503426684,1503426635,0,1087246242,Río Lauca
1503426684,1503426584,0,1087246242,Río Lauca
1503426684,7807689531,0,1153288772,Zacatecas
1503426687,1503426636,0,137049219,San Pedro de Alcántara
1503426687,1503426584,0,1087246242,Río Lauca
1503426687,6410496652,0,1153357649,Río Lauca
1503426688,3754659991,0,1153357491,Avenida Amanecer
1503426688,1503426702,0,1153357491,Avenida Amanecer
1503426688,1503431796,0,137049180,Río Rahue
1503426688,1503431754,0,1153357492,Río Rahue
1503426690,5328555382,0,372668277,Río Quilimarí
1503426690,5328555389,0,372668277,Río Quilimarí
1503426691,1503426573,0,850621024,Avenida Del Atardecer
1503426691,1503426704,0,1153357652,La Oración
1503426691,1503426608,0,850621024,Avenida Del Atardecer
1503426693,1503426635,0,1087246242,Río Lauca
1503426693,1503426551,0,137049222,Puerto Vallarta
1503426693,2595440210,0,[1087246242, 137049171],Río Lauca
1503426694,1503426651,0,137049173,Las Golondrinas
1503426694,1503426673,0,137049202,Las Golondrinas
1503426694,1503426673,1,137049202,Las Golondrinas
1503426699,1503426662,0,137049184,Los Cisnes
1503426699,1503426539,0,137049201,Los Cisnes
1503426699,1503426539,1,137049201,Los Cisnes
1503426701,2614172222,0,137049190,Los Cóndores
1503426701,1503426651,0,1153357650,Avenida José Joaquín Pérez
1503426701,5613812844,0,1153357650,Avenida José Joaquín Pérez
1503426702,1503426688,0,1153357491,Avenida Amanecer
1503426702,6410496652,0,606849041,Avenida Amanecer
1503426702,1503426649,0,1153357650,Avenida José Joaquín Pérez
1503426702,1503426721,0,1153357650,Avenida José Joaquín Pérez
1503426703,3528465569,0,137050059,El Rosario
1503426704,1503426691,0,1153357652,La Oración
1503426704,1503426623,0,1153357652,La Oración
1503426704,1503426720,0,137049195,Río Rapel
1503426705,5613812844,0,137049216,Los Cóndores
1503426705,1503426705,0,137049205,Los Cóndores
1503426705,1503426705,1,137049205,Los Cóndores
1503426706,1503431775,0,137049159,Augusto D'Almar
1503426706,7661700594,0,137049159,Augusto D'Almar
1503426706,1503431730,0,137050035,Pasaje Rodolfo Oroz
1503426708,1503431787,0,137049180,Río Rahue
1503426708,3754659993,0,1153362366,El Santuario
1503426708,1503426557,0,1153362380,El Santuario
1503426710,1503426555,0,137049185,Río Tulahuén
1503426710,1503426535,0,227938188,Avenida José Joaquín Pérez
1503426710,1503428384,0,227938188,Avenida José Joaquín Pérez
1503426713,1503426737,0,1153357652,La Oración
1503426713,1503426736,0,137049177,La Oración
1503426713,2614172615,0,1153357651,El Rosario
1503426713,1503426665,0,1153357665,El Rosario
1503426714,1503426584,0,137049160,Varadero
1503426714,1503426636,0,1153288771,Santa María del Mar
1503426714,10726791146,0,253640970,Santa María del Mar
1503426715,1503426717,0,137049175,Acapulco
1503426715,1503426678,0,137049215,La Habana
1503426715,1503426596,0,137049175,Acapulco
1503426717,1503426670,0,137049169,Cancún
1503426717,1503426564,0,137049175,Acapulco
1503426717,1503426715,0,137049175,Acapulco
1503426718,1503426577,0,137049161,Río Illapel
1503426718,1503426615,0,1153288775,Avenida José Joaquín Pérez
1503426718,1503426738,0,1153288775,Avenida José Joaquín Pérez
1503426720,1503426741,0,675678806,Avenida Amanecer
1503426720,1503426704,0,137049195,Río Rapel
1503426720,1503426608,0,675678806,Avenida Amanecer
1503426721,1503426574,0,137049187,Las Gaviotas
1503426721,1503426667,0,1153357650,Avenida José Joaquín Pérez
1503426721,1503426702,0,1153357650,Avenida José Joaquín Pérez
1503426723,1070158441,0,137049200,Río Salado
1503426723,1503426545,0,1152958755,Avenida José Joaquín Pérez
1503426723,1503426535,0,1152958756,Avenida José Joaquín Pérez
1503426731,1503426672,0,137049171,Río Lauca
1503426731,2595440296,0,137049171,Río Lauca
1503426731,1503426592,0,229723297,Río Hurtado
1503426736,3651087329,0,360594242,Calle Mirador Norte
1503426736,1503426713,0,137049177,La Oración
1503426736,3651087327,0,[360594242, 1153357654],Calle Mirador Norte
1503426737,1503426623,0,1153357652,La Oración
1503426737,1503426713,0,1153357652,La Oración
1503426737,1503426741,0,137049217,Río Itata
1503426738,1070158071,0,137049223,Río Pedregal
1503426738,1503426552,0,1152958755,Avenida José Joaquín Pérez
1503426738,1503426718,0,1153288775,Avenida José Joaquín Pérez
1503426741,1503426665,0,675678806,Avenida Amanecer
1503426741,1503426720,0,675678806,Avenida Amanecer
1503426741,1503426737,0,137049217,Río Itata
1503426741,1503426646,0,137049217,Río Itata
1503426745,1503426545,0,137049163,Río Cochiguaz
1503426745,1070157387,0,1153288774,Río Rahue
1503426745,1070158441,0,1153288774,Río Rahue
1503428368,1503428374,0,137049478,Río Blanco
1503428368,1503428379,0,137049480,Río Tomes
1503428368,1503428382,0,137049480,Río Tomes
1503428370,1503428374,0,[253640963, 137049483],Río Chakay
1503428374,2595440749,0,137049478,Río Blanco
1503428374,1503428368,0,137049478,Río Blanco
1503428374,1503428370,0,[253640963, 137049483],Río Chakay
1503428379,1503428368,0,137049480,Río Tomes
1503428380,5328499718,0,1153042667,Avenida Gerónimo Méndez
1503428380,1503428389,0,1153042667,Avenida Gerónimo Méndez
1503428380,1503426664,0,137049478,Río Blanco
