# U,V,K,OSMID,NAME
1001262143,1001261849,0,232596279,Avenida Suecia
1001262163,1001262171,0,224682494,Avenida Suecia
1001262171,6164732764,0,232596275,nan
1001262171,1001261311,0,[107352142, 232596278, 704109639],Ruta 5 Norte
1001262224,1001262121,0,792318346,Eusebio Lillo
1001262224,1001262227,0,1131599046,Avenida Suecia
1001262224,1001262306,0,1131599046,Avenida Suecia
1001262226,2334785114,0,86257486,Eusebio Lillo
1001262226,1069260486,0,92047962,Avenida China
1001262226,1001262229,0,92047962,Avenida China
1001262227,2334785105,0,86257487,Alejandro Beaucheff
1001262227,1001262224,0,1131599046,Avenida Suecia
1001262227,1001262234,0,1131599046,Avenida Suecia
1001262229,1001262249,0,92047962,Avenida China
1001262229,1001262226,0,92047962,Avenida China
1001262234,1001262118,0,792318344,Magallanes
1001262234,1001262071,0,1131599046,Avenida Suecia
1001262234,1001262227,0,1131599046,Avenida Suecia
1001262249,2334785097,0,86257490,Magallanes
1001262249,1001262229,0,92047962,Avenida China
1001262249,1001262091,0,92047962,Avenida China
1001262278,5932737929,0,60236736,San José
1001262278,1069284377,0,568785040,Miraflores
1001262278,5288220130,0,[1087067504, 86257491],nan
1001262306,2334785134,0,224682496,Diego de Almagro
1001262306,1001262224,0,1131599046,Avenida Suecia
1001262306,1069260749,0,92048018,Australia
1001262306,1069260396,0,92048022,Avenida Suecia
1001262442,5932737927,0,1160286136,Miraflores
1001262714,1001262715,0,86257509,San Ramón
1001262714,748525510,0,[225300896, 225300895],['San Bernardo', 'Cristóbal Colón']
1001262714,748525498,0,[60236736, 1148303909],['San José', 'San Bernardo']
1001262715,1001262718,0,86257509,San Ramón
1001262715,1001262714,0,86257509,San Ramón
1001262715,748525510,0,1148303907,Recoleta
1001262715,748525498,0,1148303907,Recoleta
1001262718,1001262720,0,86257509,San Ramón
1001262718,1001262715,0,86257509,San Ramón
1001262718,1001262790,0,86257511,Santa Rosa
1001262718,1001262788,0,86257511,Santa Rosa
1001262720,1001262718,0,86257509,San Ramón
1001262720,1001262760,0,225300895,Cristóbal Colón
1001262720,1001262788,0,225300895,Cristóbal Colón
1001262752,1001262790,0,60236736,San José
1001262752,5932737929,0,60236736,San José
1001262752,1001262760,0,1010106120,San Miguel
1001262760,1001262720,0,225300895,Cristóbal Colón
1001262760,2336570364,0,1010106120,San Miguel
1001262760,1001262752,0,1010106120,San Miguel
1001262788,1001262718,0,86257511,Santa Rosa
1001262788,1001262720,0,225300895,Cristóbal Colón
1001262788,748525510,0,225300895,Cristóbal Colón
1001262790,748525498,0,60236736,San José
1001262790,1001262752,0,60236736,San José
1001262790,1069157120,0,86257511,Santa Rosa
1001262790,1001262718,0,86257511,Santa Rosa
1001262880,1162799227,0,[86257513, 86257514, 998877597],Avenida Videla
1001262893,1001283114,0,[1148826348, 1148826350, 1148826351],Avenida Videla
1001262900,1001262893,0,86257515,nan
1001262900,1162799227,0,221911260,Los Nogales
1001262994,1151908814,0,[86257520, 194025049, 194025048],Nueva Videla
1001262994,1069151054,0,143485727,Darío Salas
1001283067,1068959923,0,55647797,Wenceslao Vargas
1001283067,1068959661,0,226179722,Uruguay
1001283081,1001283114,0,86258351,nan
1001283081,359306173,0,1148924446,Nueva Videla
1001283114,1001283129,0,[261599760, 1148826345],Avenida Videla
1001283129,1001283166,0,261599760,Avenida Videla
1001283131,9222289397,0,232596276,Marcela Paz
1001283143,1561846880,0,343702066,Libertad
1001283143,3755123194,0,343702138,Los Granados
1001283143,1001295755,0,402226924,Los Granados
1001283166,1001295756,0,402226924,Los Granados
1001283166,359305948,0,261599760,Avenida Videla
1001283314,10689147623,0,32025179,Uruguay
1001283314,1001295494,0,86258930,Raúl Marín Balmaceda
1001283314,1068959615,0,86258930,Raúl Marín Balmaceda
1001283314,1068960011,0,1148935881,Uruguay
1001283315,1068959905,0,792571571,Tomás Cantuarias
1001283315,1001283067,0,792570510,Uruguay
1001283323,1001295419,0,224933997,España
1001283323,1001258261,0,1148935884,Avenida Presidente Arturo Alessandri
1001283323,1068960016,0,1148935886,Carmona
1001283349,1162802139,0,1149403987,Ignacio Carrera Pinto
1001283420,1001283438,0,55647807,Pedro Montt
1001283420,1001258145,0,211154203,Eleuterio Ramírez
1001283436,1001283349,0,1149403987,Ignacio Carrera Pinto
1001283436,1001283420,0,55647807,Pedro Montt
1001283438,699226494,0,55647807,Pedro Montt
1001283438,1001283619,0,211154201,Guillermo Edwards
1001283444,2426793568,0,234423049,Colo Colo
1001283444,1001283544,0,442509955,José Santiago Aldunate
1001283444,1001283619,0,[32709985, 1149404003],['Doctor Marín', 'José Santiago Aldunate']
1001283540,1064753667,0,1149920099,Balmaceda
1001283540,1001258174,0,234501652,Larrondo
1001283543,699226497,0,1149920099,Balmaceda
1001283543,699225799,0,1149931969,Aníbal Pinto
1001283544,5308585195,0,442509955,José Santiago Aldunate
1001283544,1001283543,0,1149920099,Balmaceda
1001283555,2363379165,0,1116562953,Diego Portales Palazuelos
1001283555,2655204419,0,1116562955,Avenida Francisco Varela
1001283558,1068968405,0,55646020,Avenida Francisco Varela
1001283558,2363379200,0,356069650,Juan Antonio Ríos
1001283560,2655204419,0,740554628,Juan Agustín Alcalde
1001283560,2363379165,0,1116562964,Avenida Francisco Varela
1001283569,1001283610,0,86257264,Pacomio Gómez
1001283569,703549729,0,[1148935893, 1149404005],Avenida Videla
1001283588,699226498,0,32025174,Camilo Henríquez
1001283588,1068959611,0,792674044,Javiera Carrera
1001283588,2426793570,0,[792674044, 234423047],['Javiera Carrera', 'Camilo Henríquez']
1001283595,401399074,0,442509955,José Santiago Aldunate
1001283610,1068968370,0,86257264,Pacomio Gómez
1001283619,699225863,0,1149404002,Doctor Marín
1001295377,1001295510,0,92019392,Los Rieles
1001295377,1001295403,0,92019392,Los Rieles
1001295377,1068976244,0,86258920,Padre Cornelio van de Speek
1001295379,1001295392,0,225517748,Errázuriz
1001295379,1068959721,0,86258920,Padre Cornelio van de Speek
1001295379,10691124221,0,225517748,Errázuriz
1001295387,1068960006,0,92019392,Los Rieles
1001295387,1068960127,0,224933999,Los Rieles
1001295387,1001295392,0,[195667499, 226179716, 226179718, 224933999],['Piloto Pardo', 'Los Rieles']
1001295392,1001295379,0,225517748,Errázuriz
1001295392,9307369779,0,[92019363, 225517748],Errázuriz
1001295392,1001295387,0,[195667499, 226179716, 226179718, 224933999],['Piloto Pardo', 'Los Rieles']
1001295393,10691124221,0,225517748,Errázuriz
1001295393,10691124213,0,1149193750,Errázuriz
1001295393,1001295560,0,86258935,Domingo Pérez
1001295395,1068959700,0,225877675,Ignacio Carrera Pinto
1001295395,1001295560,0,1149404019,Ignacio Carrera Pinto
1001295395,1001295571,0,86258936,Errázuriz
1001295395,10691124213,0,1149193750,Errázuriz
1001295403,1001295377,0,92019392,Los Rieles
1001295403,1068960048,0,226179739,Marcelino Aracena
1001295403,1068959759,0,1149404017,Los Rieles
1001295412,1001295478,0,1149404014,Urmeneta
1001295412,1068959795,0,86258923,Los Rieles
1001295412,1001295479,0,1149404013,Urmeneta
1001295414,1001283315,0,92019391,Tomás Cantuarias
1001295414,1001295419,0,[224934001, 226179715],['Perú', 'Panamá']
1001295419,1001283323,0,224933997,España
1001295419,1001295414,0,[224934001, 226179715],['Perú', 'Panamá']
1001295419,10691059342,0,[792573022, 92019391],['Tomás Cantuarias', 'España']
1001295428,702325647,0,699155761,Ruta 5 Norte
1001295428,2486467053,0,100573411,nan
1001295428,1001295431,0,136929975,Acceso a Puerto de Guayacán
1001295431,1001295428,0,136929975,Acceso a Puerto de Guayacán
1001295431,1068959927,0,[224933994, 225517747, 195667594],['Acceso a Puerto de Guayacán', 'De Los Estanques']
1001295431,702325647,0,224933994,Acceso a Puerto de Guayacán
1001295478,1861144672,0,175534756,San Antonio
1001295478,1001295412,0,1149404014,Urmeneta
1001295478,1861141803,0,55647792,Pedro Aguirre Cerda
1001295478,1068960051,0,86258929,Manuel Rodríguez
1001295479,1001295571,0,86258936,Errázuriz
1001295479,1001295480,0,195667447,Urmeneta
1001295479,1001295412,0,1149404013,Urmeneta
1001295480,1001295483,0,195667447,Urmeneta
1001295480,1001295479,0,195667447,Urmeneta
1001295480,1001295562,0,226179719,Domingo Pérez
1001295483,1001295558,0,86258934,Varas
1001295483,1001295480,0,195667447,Urmeneta
1001295483,1001295487,0,195667447,Urmeneta
1001295487,1861142868,0,86258942,Profesor Zepeda
1001295487,2342890226,0,86258942,Profesor Zepeda
1001295487,1001295483,0,195667447,Urmeneta
1001295494,1001283314,0,86258930,Raúl Marín Balmaceda
1001295494,2350314840,0,86258931,Centenario
1001295494,1001295513,0,86258931,Centenario
1001295494,1001295496,0,1149183681,Tegualda
1001295496,1001295524,0,226179720,Raúl Marín Balmaceda
1001295496,1001295494,0,1149183681,Tegualda
1001295496,1068959705,0,1149183680,Tegualda
1001295502,1068959985,0,86257262,Tegualda
1001295502,1860904141,0,225877675,Ignacio Carrera Pinto
1001295502,1001258265,0,711562622,Ignacio Carrera Pinto
1001295502,7412172119,0,1149403993,Tegualda
1001295510,3503761105,0,86258931,Centenario
1001295510,1068960006,0,92019392,Los Rieles
1001295510,1001295377,0,92019392,Los Rieles
1001295513,1001295494,0,86258931,Centenario
1001295513,3503761105,0,86258931,Centenario
1001295513,1068960011,0,226179744,Ramón Solar
1001295513,1001295517,0,226179744,Ramón Solar
1001295517,1001295524,0,86258938,Marcelino Aracena
1001295517,3503761099,0,226179725,Marcelino Aracena
1001295517,1001295513,0,226179744,Ramón Solar
1001295517,1068959748,0,226179744,Ramón Solar
1001295524,1001295517,0,86258938,Marcelino Aracena
1001295524,1001295496,0,226179720,Raúl Marín Balmaceda
1001295524,1860904141,0,[226179720, 86258933],Raúl Marín Balmaceda
1001295558,1001295483,0,86258934,Varas
1001295558,1001295562,0,92019390,Lira
1001295558,1001295560,0,[1149404019, 86258934],['Varas', 'Ignacio Carrera Pinto']
1001295560,1001295562,0,226179719,Domingo Pérez
1001295560,1001295395,0,1149404019,Ignacio Carrera Pinto
1001295560,1001295393,0,86258935,Domingo Pérez
1001295560,1001295558,0,[1149404019, 86258934],['Varas', 'Ignacio Carrera Pinto']
1001295562,1001295558,0,92019390,Lira
1001295562,1001295571,0,92019390,Lira
1001295562,1001295480,0,226179719,Domingo Pérez
1001295562,1001295560,0,226179719,Domingo Pérez
1001295571,1001295479,0,86258936,Errázuriz
1001295571,1001295562,0,92019390,Lira
1001295571,1001295577,0,92019390,Lira
1001295571,1001295395,0,86258936,Errázuriz
1001295574,1068976208,0,86258937,Rieles Bajo
1001295574,1068976207,0,225877675,Ignacio Carrera Pinto
1001295574,1068976316,0,1149404015,Italia
1001295574,1068960090,0,225877675,Ignacio Carrera Pinto
1001295577,1068959795,0,86258937,Rieles Bajo
1001295577,1068976208,0,86258937,Rieles Bajo
1001295577,1001295571,0,92019390,Lira
1001295577,11102023126,0,92019390,Lira
1001295684,6690039118,0,1149414827,Profesor Zepeda
1001295684,699225801,0,524554140,Avenida Bernardo Ossandón
1001295684,1001258236,0,1149403995,Tegualda
1001295755,1001258618,0,86257278,Los Perales
1001295755,1001283143,0,402226924,Los Granados
1001295755,1001295756,0,402226924,Los Granados
1001295756,3503761031,0,86257279,Los Guindos
1001295756,1001283166,0,402226924,Los Granados
1001295756,1001258642,0,343702067,Los Guindos
1001295756,1001295755,0,402226924,Los Granados
1001308736,3342237114,0,225877677,Pedro Aguirre Cerda
1001308736,1001258209,0,86257261,Tucapel
1038305092,2925122992,0,1160955348,Calle Los Albañiles
1038305092,6326281514,0,525428744,Calle San Ramón
1038305092,996083895,0,[85808248, 670534953, 1160955347],['El Trapiche', 'Calle San Ramón']
1038305409,996083890,0,85808254,Los Talleres
1038305409,996083921,0,473696633,Calle Nueva Dos
1038305409,2925122924,0,288965353,Los Talleres
1038307216,996107537,0,141646240,Camino Ovalle La Serena
1038307216,7126769569,0,89573884,Alto del Carmen
1038307216,1038307405,0,141646240,Camino Ovalle La Serena
1038307220,1038307294,0,360439361,Callejón El Carmen
1038307220,996107537,0,360439361,Callejón El Carmen
1038307220,8860307767,0,[957553632, 89573886],Callejón El Carmen
1038307294,8724120801,0,89573897,nan
1038307294,1038307220,0,360439361,Callejón El Carmen
1038307294,1547754841,0,89573897,nan
1038307351,5607403988,0,89573889,Callejón Santa Amalia
1038307351,5607404017,0,89573897,nan
1038307351,5607403995,0,89573889,Callejón Santa Amalia
1038307351,5607403987,0,89573897,nan
1038307369,1038307496,0,89573899,nan
1038307405,1038307501,0,89573889,Callejón Santa Amalia
1038307405,1547754565,0,141646240,Camino Ovalle La Serena
1038307405,1038307216,0,141646240,Camino Ovalle La Serena
1038307496,8724120809,0,89573897,nan
1038307496,1038307369,0,89573899,nan
1038307496,8724120801,0,89573897,nan
1038307499,6883708852,0,141646240,Camino Ovalle La Serena
1038307499,996107537,0,141646240,Camino Ovalle La Serena
1038307499,8860307767,0,[360439358, 360439359],Callejón Venus
1038307501,7126769569,0,89573884,Alto del Carmen
1038307501,1038307405,0,89573889,Callejón Santa Amalia
1038307501,7405830173,0,89573889,Callejón Santa Amalia
1038313353,1038313514,0,89574512,Nueva Vida
1038313353,1550467797,0,1024009095,Camino Ovalle La Serena
1038313353,1547796359,0,[1111543361, 929684916],Camino Ovalle La Serena
1038313377,1038313383,0,89574492,Vuelta del Martillo
1038313377,3649862776,0,360439345,El Bosque
1038313377,4103767612,0,89574492,Vuelta del Martillo
1038313383,1038313377,0,89574492,Vuelta del Martillo
1038313383,8724376347,0,89574492,Vuelta del Martillo
1038313383,7405845327,0,89574501,Principal
1038313383,1038313976,0,360439353,Principal
1038313402,8724373808,0,89574500,Nueva Vida
1038313402,6168685931,0,89574512,Nueva Vida
1038313402,3649837371,0,89574512,Nueva Vida
1038313428,8724373807,0,89574500,Nueva Vida
1038313428,1038313561,0,89574500,Nueva Vida
1038313428,1038313917,0,89574513,Nueva Vida
1038313514,1038313353,0,89574512,Nueva Vida
1038313514,6168685929,0,89574512,Nueva Vida
1038313514,1038313917,0,89574513,Nueva Vida
1038313561,1038313428,0,89574500,Nueva Vida
1038313664,3649862769,0,360439345,El Bosque
1038313917,1038313514,0,89574513,Nueva Vida
1038313917,1038313428,0,89574513,Nueva Vida
1038313917,8724373741,0,360436847,nan
1038313968,6279146291,0,141646240,Camino Ovalle La Serena
1038313968,8724376347,0,89574492,Vuelta del Martillo
1038313968,8724373775,0,141646240,Camino Ovalle La Serena
1038313976,8724376333,0,141646240,Camino Ovalle La Serena
1038313976,1550467797,0,[141646240, 1024009094, 1024009095],['Ruta D-43', 'Camino Ovalle La Serena']
1038313976,8724376968,0,360439352,Callejón El Sauce
1038313976,1038313383,0,360439354,Principal
1054543771,1054543795,0,588446304,Avenida Costanera
1054543795,699225794,0,55647749,Francisco Bilbao
1054543795,1054544049,0,588446304,Avenida Costanera
1054543871,699225797,0,55647750,José María Benavente
1054543871,1054544033,0,32709984,Aníbal Pinto
1054543886,1054543895,0,90834504,Vicuña
1054543886,5421547877,0,562358340,José Santiago Aldunate
1054543886,368119682,0,[562358340, 1116545844],José Santiago Aldunate
1054543889,1054543895,0,711564783,Vicuña
1054543889,2382868772,0,711564785,Bernardo O'Higgins
1054543893,1054544067,0,32709984,Aníbal Pinto
1054543893,1054544172,0,222534105,José Agustín de La Sierra
1054543895,1054543889,0,711564783,Vicuña
1054543895,1054544090,0,765238497,Aníbal Pinto
1054543895,2382868768,0,137363569,Aníbal Pinto
1054544011,1054544051,0,497488262,José Santiago Aldunate
1054544033,1064753516,0,32709984,Aníbal Pinto
1054544043,1054544033,0,91973581,Juan Gregorio Las Heras
1054544043,699225797,0,247561738,José Santiago Aldunate
1054544049,401399090,0,[588446304, 1116562948, 1116562949, 1150709408],Avenida Costanera
1054544051,1054544172,0,[1150248070, 497488262],José Santiago Aldunate
1054544062,699253947,0,[86257386, 1152958750],Avenida La Cantera
1054544062,1054581495,0,1154100986,Avenida Costanera
1054544067,401399088,0,32709984,Aníbal Pinto
1054544067,1054544051,0,91973583,Buenaventura Argandoña
1054544090,1054543893,0,32709984,Aníbal Pinto
1054544090,5421547902,0,142064013,Manuel Antonio González
1054544101,5421547889,0,90834516,José Agustín de La Sierra
1054544101,5421547876,0,227695040,Avenida Francisco Varela
1054544113,2363379101,0,34577867,Ramón Freire
1054544113,1054544158,0,212546528,Juan de Dios Melgarejo
1054544158,699224357,0,212546528,Juan de Dios Melgarejo
1054544158,2363379144,0,222547280,José María Benavente
1054544172,1054544101,0,90834516,José Agustín de La Sierra
1054544172,5421547905,0,[1150709405, 212546526],José Santiago Aldunate
1054544176,3427078093,0,1149183694,Avenida Costanera
1054544213,1001260316,0,225517745,Baquedano
1054544213,1001259599,0,225517745,Baquedano
1054544213,1054544214,0,263262895,Condell
1054544213,1068968404,0,263262895,Condell
1054544214,1001259591,0,100573415,Maipú
1054544214,1054544213,0,263262895,Condell
1054544214,1054544176,0,1149183695,Avenida Costanera
1054544237,1054581404,0,643879055,Avenida Costanera
1054544237,2346890058,0,229023993,Avenida Costanera
1054581404,1570019105,0,229023991,Avenida Costanera
1054581495,1054581684,0,90836399,nan
1054581495,1054581704,0,[1087246258, 1152958747],Avenida Costanera
1054581520,1054581684,0,1087246259,Avenida Costanera
1054581520,5443976753,0,[1152958746, 565165997],Avenida Costanera
1054581540,1054581612,0,246407567,nan
1054581540,10732936158,0,1087246257,Avenida Costanera
1054581612,1054544062,0,1087246256,Avenida Costanera
1054581684,1054581540,0,100549599,Avenida Costanera
1054581704,1054581520,0,1152958748,Avenida Costanera
1054600006,683778723,0,1154125930,Avenida Peñuelas Sur
1054600006,1054600102,0,54179390,Rengo
1054600006,2382803409,0,54179390,Rengo
1054600006,6179815157,0,54224487,Avenida Peñuelas Sur
1054600006,6179815156,0,100549598,nan
1054600102,1054600006,0,54179390,Rengo
1054600102,1054600380,0,90837482,Avenida Costanera
1054600102,683401018,0,[343702042, 242079923],Avenida Los Pescadores
1054600380,1054600102,0,90837482,Avenida Costanera
1054600380,1054609091,0,[1154125936, 100549600, 1087246224, 1154100975],Avenida Costanera
1054600380,6179815153,0,1154125937,Avenida Costanera
1054600564,6179815157,0,54224487,Avenida Peñuelas Sur
1054600564,6179815153,0,660052345,Avenida Costanera
1054600789,1054600564,0,[1154043860, 1154043862],Avenida Costanera
1054600789,2382803408,0,1154125933,Avenida Costanera
1054608900,1503426672,0,90837960,Avenida Gerónimo Méndez
1054608900,1503426592,0,227938188,Avenida José Joaquín Pérez
1054608900,2595440495,0,227938188,Avenida José Joaquín Pérez
1054608900,2595440511,0,1153042674,Avenida Gerónimo Méndez
1054608920,1054609085,0,90837971,Presidente Gabriel González Videla
1054608973,1054609085,0,90837961,Nueva Diez
1054608973,683401004,0,1154125926,Los Pescadores
1054608973,683778723,0,1154125928,Los Pescadores
1054608976,1054609085,0,90837961,Nueva Diez
1054608976,2382803408,0,660052344,Avenida Costanera
1054608976,9152582840,0,[1154308272, 1116525803],Avenida Costanera
1054609085,1054608976,0,90837961,Nueva Diez
1054609085,1054608973,0,90837961,Nueva Diez
1054609085,1054608920,0,90837971,Presidente Gabriel González Videla
1054609085,2382803409,0,[1154125931, 54179390],Rengo
1054609091,1054600380,0,[1087246224, 100549600, 1154125936, 1154100975],Avenida Costanera
1054609091,2553755314,0,1087246225,Avenida Costanera
1054609091,1054609130,0,[343702057, 1154043852],Gerónimo Méndez
1054609123,9101848239,0,1087246252,Gerónimo Méndez
1054609123,2095731875,0,[1088851160, 1088851161, 248950730],Ruta 5 Norte
1054609127,9101848239,0,211156074,Gerónimo Méndez
1054609127,1054659300,0,924038430,Gerónimo Méndez
1054609127,1151919391,0,[928453263, 1087246238, 928453262, 1087246239],Ruta 5 Norte
1054609130,1054609091,0,[343702057, 1154043852],Gerónimo Méndez
1054609130,2595440095,0,[343702058, 253640948],Gerónimo Méndez
1054609130,3748429531,0,371262631,Los Pescadores
1054609130,3748429530,0,371262631,Los Pescadores
1054616857,4103868215,0,1116525807,Peñuelas Norte
1054616857,10735269446,0,1154308265,Avenida Costanera
1054616857,10735302033,0,1154308267,Peñuelas Norte
1054659150,5421516761,0,227938190,Avenida José Joaquín Pérez
1054659150,5613940133,0,[248950729, 1087266146],Caletera Ruta 5
1054659174,1054659365,0,90839974,Canto del Agua
1054659174,1054659205,0,[1154308259, 1154308247],Avenida Costanera
1054659205,1054659384,0,90839984,Camino de la Fragata
1054659205,1054659174,0,[1154308259, 1154308247],Avenida Costanera
1054659205,1054659319,0,1154308260,Avenida Costanera
1054659211,1054659253,0,90839963,De la Goleta
1054659211,1054659386,0,90839963,De la Goleta
1054659211,1054659330,0,90839971,Del Bergantín
1054659240,1054659386,0,90839963,De la Goleta
1054659245,1054659319,0,90839979,De la Corbeta
1054659245,1054659386,0,90839979,De la Corbeta
1054659245,1054659330,0,90839983,Del Astillero
1054659253,1054659365,0,90839963,De la Goleta
1054659253,1054659211,0,90839963,De la Goleta
1054659253,1054659384,0,90839984,Camino de la Fragata
1054659300,1054609127,0,924038430,Gerónimo Méndez
1054659300,1503426672,0,90837960,Avenida Gerónimo Méndez
1054659300,4967672987,0,[248950728, 507215327, 606849039],Caletera Ruta 5
1054659319,1054659245,0,90839979,De la Corbeta
1054659319,1054659205,0,1154308260,Avenida Costanera
1054659319,10735302042,0,[1154308256, 1154308257, 1154308258, 1154308261, 1154308262, 335608107, 1154308273, 1154308254, 1154308255],Avenida Costanera
1054659330,1054659211,0,90839971,Del Bergantín
1054659330,1054659245,0,90839983,Del Astillero
1054659330,1054659384,0,90839983,Del Astillero
1054659341,1054659365,0,90839974,Canto del Agua
1054659341,3747119254,0,1154308234,Canto del Agua
1054659365,1054659253,0,90839963,De la Goleta
1054659365,1054659341,0,90839974,Canto del Agua
1054659365,1054659174,0,90839974,Canto del Agua
1054659384,1054659330,0,90839983,Del Astillero
1054659384,1054659205,0,90839984,Camino de la Fragata
1054659384,1054659253,0,90839984,Camino de la Fragata
1054659386,1054659211,0,90839963,De la Goleta
1054659386,1054659240,0,90839963,De la Goleta
1054659386,1054659245,0,90839979,De la Corbeta
1064724908,1064753659,0,91648386,Lira
1064724908,1064724995,0,91648391,Alonso de Ercilla
1064724908,1064753314,0,1150248085,Lira
1064724908,1064753169,0,1150472239,Alonso de Ercilla
1064724910,1001258242,0,212546536,Guacolda
1064724910,1069027802,0,711562620,Gabriela Mistral
1064724918,3066608109,0,524554142,Arturo Godoy
1064724918,1064724962,0,524554142,Arturo Godoy
1064724918,1064724934,0,302403756,Capitán Orellana
1064724923,1064753286,0,91648356,Manuel Rodríguez
1064724923,1064753440,0,91648356,Manuel Rodríguez
1064724923,1064724990,0,711562617,Luis Cruz Martínez
1064724928,1064753833,0,32025174,Camilo Henríquez
1064724928,1064724951,0,1150240415,Anita Lizana
1064724928,1064753409,0,1150736218,Anita Lizana
1064724934,2369431047,0,302403756,Capitán Orellana
1064724934,1064724964,0,1149931971,Anita Lizana
1064724934,1064724918,0,302403756,Capitán Orellana
1064724934,1064724952,0,1149931971,Anita Lizana
1064724939,1098897667,0,32709984,Aníbal Pinto
1064724939,1098897656,0,234472441,Francisco Bilbao
1064724940,1064753140,0,1150507329,José Manuel Borgoño
1064724940,1064724994,0,1150730593,José Manuel Borgoño
1064724940,1064753762,0,1150736222,Anita Lizana
1064724940,1064753441,0,1150736223,Anita Lizana
1064724942,1001258079,0,234501653,Lautaro
1064724942,1068959709,0,91646460,Gabriela Mistral
1064724945,359300987,0,212546522,Almirante Latorre
1064724945,1064753790,0,91646453,Lastra
1064724945,1064753828,0,91646453,Lastra
1064724951,1064725005,0,1116562970,Diego Portales Palazuelos
1064724951,1064724928,0,1150240415,Anita Lizana
1064724951,1064725002,0,1150736219,Anita Lizana
1064724952,1064724962,0,91646458,Lautaro
1064724952,2369431045,0,91646458,Lautaro
1064724952,1064724934,0,1149931971,Anita Lizana
1064724952,1064753409,0,1149968662,Anita Lizana
1064724954,3066608109,0,524554142,Arturo Godoy
1064724954,1064724966,0,1149931972,Arturo Godoy
1064724954,1064724964,0,91829365,Buen Pastor
1064724954,1067140862,0,1149931970,Buen Pastor
1064724955,1064753272,0,1150248088,Anita Lizana
1064724955,1064753169,0,1150472239,Alonso de Ercilla
1064724955,1064753787,0,1150730592,Anita Lizana
1064724955,359304963,0,1150736225,Alonso de Ercilla
1064724962,2369431027,0,91646458,Lautaro
1064724962,1064724952,0,91646458,Lautaro
1064724962,1064724918,0,524554142,Arturo Godoy
1064724962,1064753267,0,524554142,Arturo Godoy
1064724964,1064724934,0,1149931971,Anita Lizana
1064724964,1064724954,0,91829365,Buen Pastor
1064724964,1064724969,0,91829365,Buen Pastor
1064724966,1064724980,0,100573441,Arturo Godoy
1064724966,1064724954,0,1149931972,Arturo Godoy
1064724966,1069027684,0,[226147253, 1149743086],Luis Cruz Martínez
1064724969,1064724966,0,91646461,Luis Cruz Martínez
1064724969,1064724964,0,91829365,Buen Pastor
1064724969,1064724990,0,1149511418,Luis Cruz Martínez
1064724980,1064724966,0,100573441,Arturo Godoy
1064724980,1067140235,0,100573441,Arturo Godoy
1064724980,1064724987,0,302403541,Luis Cruz Martínez
1064724984,1067140689,0,524554142,Arturo Godoy
1064724984,1064725005,0,524554142,Arturo Godoy
1064724984,1064724928,0,1150736216,Camilo Henríquez
1064724985,401399069,0,142064011,José Manuel Borgoño
1064724985,1069028176,0,91648338,Luis Ayala
1064724985,1064753933,0,[1150730588, 1150730589, 1150730590],José Manuel Borgoño
1064724987,3342189196,0,327435205,Ramón Rengifo
1064724987,1064724969,0,302403541,Luis Cruz Martínez
1064724990,2369431047,0,302403756,Capitán Orellana
1064724990,1064724923,0,711562617,Luis Cruz Martínez
1064724990,1064724969,0,1149511418,Luis Cruz Martínez
1064724994,1064724940,0,1150730593,José Manuel Borgoño
1064724994,1064753129,0,524554142,Arturo Godoy
1064724994,1064753933,0,1150507330,José Manuel Borgoño
1064724994,1064753912,0,1150730591,Arturo Godoy
1064724995,1064753873,0,91648391,Alonso de Ercilla
1064724995,1064724908,0,91648391,Alonso de Ercilla
1064724995,1064753790,0,1149968649,Manuel Rodríguez
1064724995,1064753020,0,1149968649,Manuel Rodríguez
1064724999,1064724942,0,91646460,Gabriela Mistral
1064724999,1068959856,0,225877673,Buen Pastor
1064725002,1064753762,0,1150736221,Anita Lizana
1064725002,1064725004,0,142064010,Juan Agustín Alcalde
1064725002,1064724951,0,1150736219,Anita Lizana
1064725002,1064753018,0,1150736220,Juan Agustín Alcalde
1064725004,401399086,0,142064010,Juan Agustín Alcalde
1064725004,1064725005,0,524554142,Arturo Godoy
1064725004,1064753129,0,524554142,Arturo Godoy
1064725004,1064725002,0,142064010,Juan Agustín Alcalde
1064725005,1064724984,0,524554142,Arturo Godoy
1064725005,1064725004,0,524554142,Arturo Godoy
1064725005,359305483,0,1116562970,Diego Portales Palazuelos
1064725006,1064753828,0,91648376,San Martín
1064725006,359300987,0,91973586,Juan Gregorio Las Heras
1064725006,1068521044,0,91973586,Juan Gregorio Las Heras
1064725006,1507804696,0,[137467723, 137470839],['Javiera Carrera', 'Juan Gregorio Las Heras']
1064752997,1064753893,0,91648371,Zenteno
1064752997,1064753383,0,211154205,Juan Agustín Alcalde
1064752997,401399085,0,211154205,Juan Agustín Alcalde
1064752997,1064753633,0,91648371,Zenteno
1064752999,699226498,0,765237526,O'Higgins
1064752999,1064753457,0,91648373,Quebrada San Luis
1064753003,2369431033,0,228285137,Lira
1064753003,1064753732,0,711562616,Lira
1064753013,1064753492,0,232290973,Las Rosas
1064753013,359305209,0,1150243473,Bellamar
1064753013,1064753591,0,32025175,Bellamar
1064753014,2426793567,0,32025174,Camilo Henríquez
1064753014,2426793564,0,1149920094,Lord Cochrane
