# OSMID,Y,X
311683695,-30.1967332,-71.3897958
311684275,-30.229273,-71.4229862
311684276,-30.230072,-71.4239994
311684307,-30.1217703,-71.2086377
311684308,-30.1204773,-71.204533
311684310,-30.1275565,-71.2197897
311684313,-30.1251048,-71.2165198
311684550,-30.0954644,-71.1290409
311684793,-30.2067579,-71.2618692
311684800,-30.2294681,-71.4200785
311684868,-30.219786,-71.344055
311684945,-30.2007019,-71.2231662
311684946,-30.200025,-71.2275785
311684975,-30.3513391,-71.4332959
311685039,-30.2405374,-71.2060855
311685173,-30.2634017,-71.4863704
311685178,-30.1986306,-71.236385
311685440,-30.2212389,-71.3875666
311686865,-29.9758692,-71.2399643
311687473,-30.1361363,-71.2169633
311687638,-30.3470901,-71.5441983
311688611,-30.3393466,-71.5661851
311703804,-29.9862113,-71.3552932
311703992,-30.211187,-71.2581045
311705368,-29.9863791,-71.2613421
311705388,-29.965409,-71.3297928
311705402,-29.9659685,-71.3319869
359300125,-29.9405335,-71.3366913
359300873,-29.9501425,-71.3417293
359300987,-29.9509876,-71.3424583
359300996,-29.9504897,-71.3435928
359304963,-29.949693,-71.3459047
359305076,-29.949336,-71.3461821
359305148,-29.9506851,-71.3482168
359305168,-29.9515072,-71.3473687
359305209,-29.9510972,-71.3493179
359305319,-29.9566871,-71.3479088
359305408,-29.9536998,-71.3485443
359305483,-29.9556482,-71.3480499
359305637,-29.9536517,-71.3488017
359305948,-29.962692,-71.3368164
359306097,-29.963812,-71.3384335
359306173,-29.9667353,-71.3362529
365157978,-29.9554636,-71.2694501
368109930,-29.9518584,-71.2657881
368119514,-29.9580556,-71.340345
368119593,-29.9444736,-71.3369094
368119682,-29.9435585,-71.3358639
401399069,-29.9525153,-71.3492703
401399071,-29.954874,-71.3387198
401399072,-29.9554352,-71.3358318
401399073,-29.9572249,-71.3401371
401399074,-29.9573678,-71.3393463
401399075,-29.9581216,-71.3354533
401399076,-29.9552774,-71.3367198
401399082,-29.9569279,-71.3371286
401399083,-29.9565414,-71.3391387
401399084,-29.9563836,-71.3399266
401399085,-29.9555035,-71.344311
401399086,-29.9544806,-71.3483834
401399088,-29.9499356,-71.3382855
401399089,-29.9500922,-71.3374985
401399090,-29.9501228,-71.336263
401399091,-29.9659586,-71.3246195
401399094,-29.9600993,-71.3341507
495811958,-30.2721752,-71.4829831
495832689,-30.134664,-71.219817
495832753,-30.1948513,-71.2459186
495832916,-30.2739829,-71.2585297
535681714,-29.9642855,-71.3301851
